"","Hugo_Symbol","n_pts","n_tumor_samples"
"3436","ESCO2",1,1
"3437","ESF1",3,3
"3438","ESM1",1,1
"3439","ESPL1",3,3
"3440","ESPN",1,1
"3441","ESPNL",2,2
"3442","ESR1",3,3
"3443","ESR2",2,2
"3444","ESRP1",1,1
"3445","ESRP2",2,2
"3446","ESRRA",1,1
"3447","ESRRB",3,3
"3448","ESRRG",2,2
"3449","ESS2",1,1
"3450","ESX1",2,3
"3451","ESYT1",1,1
"3452","ESYT2",2,2
"3453","ETAA1",3,3
"3454","ETF1",1,1
"3455","ETFBKMT",2,2
"3456","ETFDH",2,2
"3457","ETHE1",2,2
"3458","ETNK2",1,1
"3459","ETNPPL",2,2
"3460","ETS1",3,3
"3461","ETS2",1,1
"3462","ETV1",1,1
"3463","ETV3L",1,1
"3464","ETV5",1,1
"3465","ETV7",1,1
"3466","EVA1A",1,1
"3467","EVA1C",1,1
"3468","EVC",2,2
"3469","EVC2",3,3
"3470","EVI2A",1,1
"3471","EVI2B",1,2
"3472","EVI5",1,1
"3473","EVPL",3,3
"3474","EVX2",1,1
"3475","EWSR1",2,2
"3476","EXD1",1,1
"3477","EXD2",1,1
"3478","EXD3",3,3
"3479","EXO1",1,1
"3480","EXO5",2,2
"3481","EXOC1",2,2
"3482","EXOC2",3,3
"3483","EXOC3",2,2
"3484","EXOC3L1",2,2
"3485","EXOC3L2",1,1
"3486","EXOC3L4",2,2
"3487","EXOC4",3,3
"3488","EXOC6",2,2
"3489","EXOC7",2,2
"3490","EXOC8",3,4
"3491","EXOG",1,1
"3492","EXOSC10",2,2
"3493","EXOSC2",1,1
"3494","EXOSC4",2,2
"3495","EXOSC5",1,1
"3496","EXOSC8",1,2
"3497","EXPH5",2,2
"3498","EXT2",1,1
"3499","EXTL1",1,1
"3500","EXTL2",1,1
"3501","EXTL3",1,1
"3502","EYA1",1,1
"3503","EYA2",1,2
"3504","EYA3",3,3
"3505","EYA4",3,3
"3506","EYS",1,1
"3507","EZH1",2,2
"3508","EZH2",3,3
"3509","EZHIP",1,1
"3510","EZR",2,3
"3511","F10",2,3
"3512","F13A1",2,4
"3513","F13B",1,1
"3514","F2",2,2
"3515","F2R",1,1
"3516","F2RL1",1,1
"3517","F2RL2",1,1
"3518","F3",1,1
"3519","F5",4,5
"3520","F8",8,10
"3521","F9",3,3
"3522","FABP5P3",1,1
"3523","FABP6",1,1
"3524","FABP9",1,1
"3525","FADS1",1,1
"3526","FADS2",1,1
"3527","FADS3",3,4
"3528","FADS6",5,5
"3529","FAF1",4,5
"3530","FAF2",1,2
"3531","FAH",2,2
"3532","FAHD2A",1,1
"3533","FAHD2B",1,1
"3534","FAIM",2,2
"3535","FAIM2",2,2
"3536","FAM102A",1,1
"3537","FAM110B",2,2
"3538","FAM111A",2,2
"3539","FAM111B",3,3
"3540","FAM114A1",1,1
"3541","FAM114A2",1,1
"3542","FAM117B",1,1
"3543","FAM118A",1,1
"3544","FAM118B",2,2
"3545","FAM120A",3,4
"3546","FAM120B",2,2
"3547","FAM120C",2,2
"3548","FAM122A",2,3
"3549","FAM122B",1,1
"3550","FAM124A",4,5
"3551","FAM126A",1,1
"3552","FAM126B",1,1
"3553","FAM131C",1,1
"3554","FAM135A",1,1
"3555","FAM135B",3,3
"3556","FAM13A",3,3
"3557","FAM13B",3,3
"3558","FAM13C",2,2
"3559","FAM149A",1,1
"3560","FAM151A",2,2
"3561","FAM153B",2,2
"3562","FAM153CP",1,1
"3563","FAM155A",1,1
"3564","FAM155B",1,1
"3565","FAM160A2",2,2
"3566","FAM160B1",1,1
"3567","FAM161A",1,1
"3568","FAM161B",2,2
"3569","FAM163A",1,1
"3570","FAM163B",1,1
"3571","FAM166B",1,1
"3572","FAM166C",1,1
"3573","FAM167A",1,1
"3574","FAM169A",1,1
"3575","FAM170A",1,1
"3576","FAM171A1",1,1
"3577","FAM171B",1,1
"3578","FAM172A",2,2
"3579","FAM180A",1,1
"3580","FAM181A",1,1
"3581","FAM181B",1,1
"3582","FAM183BP",1,1
"3583","FAM184A",2,2
"3584","FAM187B",4,4
"3585","FAM189A2",2,2
"3586","FAM189B",1,1
"3587","FAM193A",3,4
"3588","FAM193B",1,1
"3589","FAM199X",1,1
"3590","FAM200A",1,1
"3591","FAM20A",1,1
"3592","FAM210B",1,1
"3593","FAM214A",2,2
"3594","FAM214B",3,3
"3595","FAM217A",1,1
"3596","FAM217B",1,1
"3597","FAM21FP",1,1
"3598","FAM220A",1,1
"3599","FAM221A",2,3
"3600","FAM221B",1,1
"3601","FAM222B",2,2
"3602","FAM227B",1,1
"3603","FAM228A",1,1
"3604","FAM234A",3,3
"3605","FAM234B",2,3
"3606","FAM237A",1,2
"3607","FAM241A",1,1
"3608","FAM32A",1,1
"3609","FAM47A",5,7
"3610","FAM47B",4,6
"3611","FAM47C",6,8
"3612","FAM53A",1,1
"3613","FAM53B",1,1
"3614","FAM53C",1,1
"3615","FAM71A",2,2
"3616","FAM71B",3,3
"3617","FAM71C",1,1
"3618","FAM71F1",1,1
"3619","FAM71F2",1,1
"3620","FAM74A3",2,2
"3621","FAM76A",1,1
"3622","FAM78A",1,1
"3623","FAM78B",1,1
"3624","FAM81B",1,1
"3625","FAM83A",3,4
"3626","FAM83B",4,5
"3627","FAM83C",3,3
"3628","FAM83E",2,2
"3629","FAM83F",1,1
"3630","FAM83G",3,3
"3631","FAM83H",4,4
"3632","FAM86C1P",1,1
"3633","FAM89A",1,1
"3634","FAM89B",1,1
"3635","FAM8A1",1,1
"3636","FAM90A1",1,1
"3637","FAM91A1",2,2
"3638","FAM98A",2,3
"3639","FAM9A",3,3
"3640","FAM9B",1,1
"3641","FAN1",3,4
"3642","FANCA",3,4
"3643","FANCB",1,1
"3644","FANCC",1,1
"3645","FANCD2",5,6
"3646","FANCD2OS",1,1
"3647","FANCF",1,1
"3648","FANCG",1,1
"3649","FANCI",2,2
"3650","FANCM",4,6
"3651","FANK1",1,1
"3652","FAP",1,1
"3653","FAR1",1,1
"3654","FAR2",1,1
"3655","FARP1",1,1
"3656","FARP2",1,1
"3657","FARS2",1,1
"3658","FARSA",2,2
"3659","FARSB",2,2
"3660","FAS",1,1
"3661","FASN",1,1
"3662","FASTKD1",2,2
"3663","FASTKD2",1,1
"3664","FASTKD5",2,2
"3665","FAT1",2,2
"3666","FAT2",11,15
"3667","FAT3",5,6
"3668","FAT4",8,8
"3669","FATE1",4,4
"3670","FAU",1,1
"3671","FAXC",1,1
"3672","FAXDC2",1,1
"3673","FBF1",2,2
"3674","FBH1",2,2
"3675","FBL",1,1
"3676","FBLIM1",1,1
"3677","FBLN1",1,1
"3678","FBLN2",3,4
"3679","FBLN5",4,4
"3680","FBLN7",2,2
"3681","FBN1",4,5
"3682","FBN2",8,9
"3683","FBN3",6,7
"3684","FBP1",2,2
"3685","FBP2",3,3
"3686","FBXL12",1,1
"3687","FBXL13",3,3
"3688","FBXL14",2,2
"3689","FBXL17",2,2
"3690","FBXL19",2,2
"3691","FBXL20",2,2
"3692","FBXL21P",2,2
"3693","FBXL3",1,1
"3694","FBXL4",1,1
"3695","FBXL5",2,3
"3696","FBXO10",1,1
"3697","FBXO11",1,1
"3698","FBXO15",3,3
"3699","FBXO17",1,1
"3700","FBXO21",1,1
"3701","FBXO22",3,3
"3702","FBXO24",1,1
"3703","FBXO25",1,1
"3704","FBXO27",1,1
"3705","FBXO28",1,1
"3706","FBXO3",1,1
"3707","FBXO30",1,1
"3708","FBXO31",4,5
"3709","FBXO33",1,1
"3710","FBXO34",2,2
"3711","FBXO36",1,1
"3712","FBXO38",4,6
"3713","FBXO39",1,1
"3714","FBXO4",1,1
"3715","FBXO40",2,3
"3716","FBXO41",1,1
"3717","FBXO42",1,1
"3718","FBXO43",2,2
"3719","FBXO45",1,1
"3720","FBXO46",1,1
"3721","FBXO47",2,2
"3722","FBXO9",1,1
"3723","FBXW10",5,5
"3724","FBXW11",3,3
"3725","FBXW12",2,2
"3726","FBXW4",2,2
"3727","FBXW5",1,1
"3728","FBXW7",4,4
"3729","FBXW9",1,1
"3730","FCAMR",2,2
"3731","FCAR",1,1
"3732","FCER1A",1,1
"3733","FCER1G",1,1
"3734","FCER2",1,1
"3735","FCGBP",7,8
"3736","FCGR2A",2,2
"3737","FCGR2B",1,1
"3738","FCGR2C",2,2
"3739","FCGR3A",1,1
"3740","FCGRT",2,2
"3741","FCHO1",1,1
"3742","FCHO2",3,3
"3743","FCHSD1",1,1
"3744","FCHSD2",2,2
"3745","FCMR",1,1
"3746","FCN1",2,2
"3747","FCN2",1,1
"3748","FCRL1",2,2
"3749","FCRL2",3,3
"3750","FCRL3",3,3
"3751","FCRL5",4,4
"3752","FCRL6",1,1
"3753","FCRLA",1,1
"3754","FDFT1",2,2
"3755","FDPS",1,1
"3756","FECH",1,1
"3757","FEM1A",1,1
"3758","FEM1B",1,1
"3759","FEM1C",1,1
"3760","FER",1,1
"3761","FER1L5",2,2
"3762","FER1L6",7,8
"3763","FERD3L",2,3
"3764","FERMT1",2,2
"3765","FERMT2",1,1
"3766","FES",1,1
"3767","FEZ2",2,2
"3768","FEZF1",1,1
"3769","FEZF2",1,1
"3770","FFAR1",2,2
"3771","FFAR2",1,1
"3772","FFAR3",1,1
"3773","FFAR4",1,1
"3774","FGA",1,1
"3775","FGB",1,1
"3776","FGD1",4,5
"3777","FGD3",1,1
"3778","FGD4",2,2
"3779","FGD5",6,7
"3780","FGD6",2,2
"3781","FGF10",1,1
"3782","FGF12",1,1
"3783","FGF14",1,1
"3784","FGF16",1,2
"3785","FGF18",2,2
"3786","FGF2",2,2
"3787","FGF20",1,1
"3788","FGF21",1,1
"3789","FGF23",1,1
"3790","FGF3",1,1
"3791","FGF5",1,1
"3792","FGF6",1,1
"3793","FGF7",1,1
"3794","FGF8",1,1
"3795","FGF9",2,2
"3796","FGFBP1",2,3
"3797","FGFBP2",1,1
"3798","FGFBP3",1,1
"3799","FGFR1",3,4
"3800","FGFR2",3,3
"3801","FGFR3",2,2
"3802","FGFR4",1,1
"3803","FGFRL1",1,1
"3804","FGG",3,3
"3805","FGGY",2,2
"3806","FGL1",1,1
"3807","FGR",1,1
"3808","FHDC1",5,6
"3809","FHL1",3,3
"3810","FHL2",1,1
"3811","FHOD1",1,1
"3812","FHOD3",3,4
"3813","FIBCD1",1,1
"3814","FIBP",1,1
"3815","FIG4",2,2
"3816","FIGLA",1,1
"3817","FIGN",4,5
"3818","FIGNL2",1,1
"3819","FILIP1",2,2
"3820","FILIP1L",3,3
"3821","FIP1L1",2,2
"3822","FITM2",1,1
"3823","FIZ1",2,2
"3824","FKBP10",1,1
"3825","FKBP11",1,1
"3826","FKBP14",1,1
"3827","FKBP1A",2,2
"3828","FKBP4",1,1
"3829","FKBP5",1,1
"3830","FKBP6",3,4
"3831","FKBP8",2,2
"3832","FKBP9",2,2
"3833","FKBPL",1,1
"3834","FKRP",1,1
"3835","FKTN",1,1
"3836","FLACC1",3,4
"3837","FLAD1",1,1
"3838","FLCN",1,1
"3839","FLG",21,24
"3840","FLG2",6,7
"3841","FLI1",2,2
"3842","FLII",1,1
"3843","FLNA",9,10
"3844","FLNB",8,11
"3845","FLNC",3,3
"3846","FLOT1",1,1
"3847","FLRT1",1,1
"3848","FLRT2",1,1
"3849","FLRT3",1,1
"3850","FLT1",3,3
"3851","FLT3",8,10
"3852","FLT4",5,5
"3853","FLVCR2",1,1
"3854","FMC1-LUC7L2",1,1
"3855","FMN1",2,2
"3856","FMN2",2,2
"3857","FMNL1",2,2
"3858","FMNL2",1,1
"3859","FMNL3",1,1
"3860","FMO1",1,1
"3861","FMO2",1,1
"3862","FMO3",2,2
"3863","FMO4",1,1
"3864","FMO5",1,1
"3865","FMR1",1,1
"3866","FMR1NB",2,2
"3867","FN1",3,3
"3868","FN3K",2,2
"3869","FN3KRP",1,1
"3870","FNBP1L",1,1
"3871","FNBP4",1,1
"3872","FNDC1",3,3
"3873","FNDC3A",2,2
"3874","FNDC3B",3,3
"3875","FNDC4",1,1
"3876","FNDC7",1,1
"3877","FNIP1",3,4
"3878","FNIP2",2,2
"3879","FNTA",1,1
"3880","FNTB",1,1
"3881","FO393400.1",1,1
"3882","FOCAD",1,1
"3883","FOLH1",3,3
"3884","FOLH1B",1,1
"3885","FOLR1",1,1
"3886","FOLR3",3,3
"3887","FOSB",2,2
"3888","FOSL2",1,1
"3889","FOXA1",5,5
"3890","FOXA2",1,1
"3891","FOXB1",1,1
"3892","FOXB2",1,1
"3893","FOXC1",1,1
"3894","FOXD4L4",1,1
"3895","FOXD4L5",2,2
"3896","FOXD4L6",1,1
"3897","FOXF2",1,1
"3898","FOXG1",4,4
"3899","FOXI1",3,4
"3900","FOXJ2",3,3
"3901","FOXJ3",2,2
"3902","FOXK1",1,1
"3903","FOXK2",4,4
"3904","FOXL1",2,2
"3905","FOXL2NB",2,2
"3906","FOXM1",2,3
"3907","FOXN1",3,3
"3908","FOXN2",1,1
"3909","FOXN3",2,2
"3910","FOXN4",1,1
"3911","FOXO1",2,2
"3912","FOXO3",2,2
"3913","FOXO4",1,1
"3914","FOXP1",2,3
"3915","FOXP2",3,3
"3916","FOXP3",4,4
"3917","FOXP4",1,1
"3918","FOXR1",2,2
"3919","FOXR2",3,3
"3920","FOXRED1",2,2
"3921","FOXRED2",2,2
"3922","FOXS1",2,2
"3923","FPGT",2,2
"3924","FPGT-TNNI3K",1,2
"3925","FPR1",2,2
"3926","FPR2",2,2
"3927","FPR3",2,2
"3928","FRA10AC1",1,1
"3929","FRAS1",10,11
"3930","FREM1",4,5
"3931","FREM2",6,6
"3932","FRG2",1,1
"3933","FRG2B",2,2
"3934","FRG2C",2,2
"3935","FRK",1,1
"3936","FRMD3",2,2
"3937","FRMD4A",2,2
"3938","FRMD4B",2,2
"3939","FRMD7",3,3
"3940","FRMD8",2,2
"3941","FRMPD1",3,3
"3942","FRMPD2",2,2
"3943","FRMPD3",4,5
"3944","FRMPD4",10,10
"3945","FRRS1",2,2
"3946","FRS2",1,1
"3947","FRS3",1,1
"3948","FRY",3,3
"3949","FRYL",5,5
"3950","FSCB",3,3
"3951","FSCN1",1,1
"3952","FSCN2",1,1
"3953","FSCN3",1,1
"3954","FSD1",1,1
"3955","FSD2",2,2
"3956","FSHR",2,2
"3957","FSIP1",2,2
"3958","FSIP2",3,3
"3959","FST",2,2
"3960","FSTL1",1,1
"3961","FSTL4",2,3
"3962","FSTL5",5,6
"3963","FTCD",1,1
"3964","FTHL17",2,3
"3965","FTMT",2,2
"3966","FTO",1,1
"3967","FTSJ1",1,1
"3968","FTSJ3",2,2
"3969","FUBP1",2,3
"3970","FUBP3",1,1
"3971","FUCA1",2,3
"3972","FUNDC1",1,1
"3973","FURIN",3,3
"3974","FUS",1,1
"3975","FUT1",2,2
"3976","FUT10",1,1
"3977","FUT11",1,1
"3978","FUT2",2,2
"3979","FUT5",3,3
"3980","FUT6",3,3
"3981","FUT7",1,1
"3982","FUZ",1,1
"3983","FXR1",2,2
"3984","FXR2",2,3
"3985","FXYD4",1,1
"3986","FYB1",4,4
"3987","FYCO1",1,1
"3988","FYN",1,1
"3989","FYTTD1",1,1
"3990","FZD1",2,3
"3991","FZD10",1,1
"3992","FZD2",1,1
"3993","FZD3",2,2
"3994","FZD4",2,2
"3995","FZD5",1,1
"3996","FZD6",3,3
"3997","FZD9",2,3
"3998","FZR1",2,2
"3999","G2E3",1,1
"4000","G3BP1",3,3
"4001","G3BP2",1,1
"4002","G6PC",1,1
"4003","G6PC3",1,1
"4004","G6PD",4,5
"4005","GAA",1,1
"4006","GAB1",2,2
"4007","GAB2",3,4
"4008","GAB3",1,1
"4009","GAB4",2,2
"4010","GABARAPL1",1,1
"4011","GABBR1",3,3
"4012","GABBR2",3,3
"4013","GABRA1",2,3
"4014","GABRA2",2,2
"4015","GABRA3",1,1
"4016","GABRA4",2,2
"4017","GABRA5",3,3
"4018","GABRA6",6,7
"4019","GABRB1",4,5
"4020","GABRB2",6,7
"4021","GABRB3",4,4
"4022","GABRD",3,3
"4023","GABRE",3,4
"4024","GABRG1",1,1
"4025","GABRG2",4,4
"4026","GABRP",2,2
"4027","GABRQ",3,4
"4028","GABRR1",1,1
"4029","GAD1",2,2
"4030","GAD2",2,2
"4031","GADD45A",1,1
"4032","GADL1",1,2
"4033","GAGE2E",1,1
"4034","GAK",1,1
"4035","GAL3ST2",2,2
"4036","GAL3ST4",2,2
"4037","GALC",1,1
"4038","GALE",2,2
"4039","GALM",2,2
"4040","GALNS",2,2
"4041","GALNT1",2,2
"4042","GALNT10",2,2
"4043","GALNT11",1,1
"4044","GALNT13",1,2
"4045","GALNT14",3,3
"4046","GALNT15",2,2
"4047","GALNT16",1,1
"4048","GALNT17",8,9
"4049","GALNT18",1,1
"4050","GALNT2",2,3
"4051","GALNT3",1,2
"4052","GALNT5",2,2
"4053","GALNT6",2,3
"4054","GALNT7",2,2
"4055","GALNT8",3,5
"4056","GALNT9",3,3
"4057","GALNTL5",2,2
"4058","GALNTL6",1,1
"4059","GALP",1,1
"4060","GALR1",2,2
"4061","GALR2",1,1
"4062","GALT",3,3
"4063","GAMT",1,1
"4064","GAN",1,1
"4065","GANAB",2,3
"4066","GANC",2,2
"4067","GAPDH",1,1
"4068","GAPDHS",2,2
"4069","GAPT",1,1
"4070","GAPVD1",3,3
"4071","GAR1",1,1
"4072","GAREM1",1,1
"4073","GARNL3",3,4
"4074","GARRE1",2,2
"4075","GARS1",1,1
"4076","GART",2,2
"4077","GAS1",1,1
"4078","GAS2L1",1,1
"4079","GAS2L2",4,6
"4080","GAS2L3",1,1
"4081","GAS7",1,1
"4082","GASK1B",1,1
"4083","GATA1",1,1
"4084","GATA2",1,1
"4085","GATA3",3,4
"4086","GATA4",2,2
"4087","GATA5",1,1
"4088","GATAD2A",1,1
"4089","GATAD2B",1,1
"4090","GATM",1,1
"4091","GBA",2,2
"4092","GBA2",1,1
"4093","GBA3",3,3
"4094","GBF1",2,2
"4095","GBGT1",2,2
"4096","GBP1",2,2
"4097","GBP2",2,2
"4098","GBP3",1,1
"4099","GBP4",2,2
"4100","GBP5",1,1
"4101","GBP6",1,1
"4102","GBX1",1,1
"4103","GCA",1,1
"4104","GCAT",1,1
"4105","GCC1",2,3
"4106","GCC2",1,1
"4107","GCDH",1,1
"4108","GCFC2",1,1
"4109","GCK",2,3
"4110","GCKR",1,1
"4111","GCLC",2,2
"4112","GCLM",1,1
"4113","GCM1",4,4
"4114","GCM2",2,2
"4115","GCN1",3,4
"4116","GCNA",5,5
"4117","GCNT1",1,1
"4118","GCNT2",2,2
"4119","GCNT3",2,2
"4120","GCNT4",2,2
"4121","GCSAML",2,2
"4122","GDA",1,1
"4123","GDAP2",2,2
"4124","GDF10",2,2
"4125","GDF3",3,3
"4126","GDF5",2,2
"4127","GDF7",1,1
"4128","GDF9",2,2
"4129","GDI1",1,1
"4130","GDNF",2,3
"4131","GDPD2",1,1
"4132","GDPD3",2,2
"4133","GDPD5",2,2
"4134","GEM",2,2
"4135","GEMIN4",1,1
"4136","GEMIN5",4,4
"4137","GEMIN6",1,1
"4138","GEMIN8",2,2
"4139","GEN1",2,2
"4140","GET1",1,1
"4141","GET4",1,1
"4142","GFER",1,1
"4143","GFI1",3,3
"4144","GFI1B",1,1
"4145","GFM1",1,1
"4146","GFM2",1,1
"4147","GFOD1",2,2
"4148","GFOD2",1,1
"4149","GFPT1",1,1
"4150","GFPT2",2,2
"4151","GFRA1",2,3
"4152","GFRA3",1,1
"4153","GFRAL",3,5
"4154","GGA1",1,1
"4155","GGA2",3,3
"4156","GGA3",1,1
"4157","GGCT",1,1
"4158","GGCX",2,2
"4159","GGH",1,1
"4160","GGN",3,3
"4161","GGNBP2",2,2
"4162","GGT1",1,1
"4163","GGT5",1,1
"4164","GGT6",1,1
"4165","GGT7",1,1
"4166","GGTLC1",3,3
"4167","GGTLC2",1,1
"4168","GH2",1,1
"4169","GHDC",1,1
"4170","GHR",1,1
"4171","GHRHR",3,3
"4172","GHRL",1,1
"4173","GHSR",1,1
"4174","GID4",1,1
"4175","GIGYF1",1,1
"4176","GIGYF2",2,2
"4177","GIMAP1",4,4
"4178","GIMAP2",2,2
"4179","GIMAP4",2,4
"4180","GIMAP5",1,2
"4181","GIMAP6",1,1
"4182","GIMAP7",3,3
"4183","GIMAP8",1,1
"4184","GIN1",1,1
"4185","GINS1",1,1
"4186","GINS3",1,1
"4187","GIPC1",1,1
"4188","GIPC2",2,2
"4189","GIPC3",3,3
"4190","GIPR",1,1
"4191","GIT1",1,1
"4192","GIT2",1,1
"4193","GJA1",4,5
"4194","GJA10",3,3
"4195","GJA4",1,1
"4196","GJA5",2,2
"4197","GJA8",3,3
"4198","GJA9",1,1
"4199","GJB1",2,2
"4200","GJB2",1,1
"4201","GJB4",3,3
"4202","GJB5",1,1
"4203","GJB6",1,1
"4204","GJB7",1,1
"4205","GJC2",1,1
"4206","GJD4",1,1
"4207","GK",1,1
"4208","GK2",1,1
"4209","GLB1",1,1
"4210","GLB1L",1,1
"4211","GLB1L2",1,1
"4212","GLB1L3",1,1
"4213","GLDC",3,4
"4214","GLE1",1,1
"4215","GLG1",3,4
"4216","GLI1",3,3
"4217","GLI2",4,4
"4218","GLI3",5,5
"4219","GLIPR1",2,3
"4220","GLIPR1L1",1,1
"4221","GLIPR1L2",1,1
"4222","GLIS1",2,2
"4223","GLIS3",2,3
"4224","GLMN",1,1
"4225","GLMP",1,1
"4226","GLOD4",1,1
"4227","GLP1R",2,2
"4228","GLP2R",2,2
"4229","GLRA1",1,1
"4230","GLRA2",3,3
"4231","GLRA3",3,4
"4232","GLRB",2,2
"4233","GLRX",1,1
"4234","GLS",3,3
"4235","GLS2",1,1
"4236","GLT1D1",1,1
"4237","GLT6D1",1,2
"4238","GLT8D1",1,1
"4239","GLT8D2",2,3
"4240","GLUD1",1,1
"4241","GLUD2",3,4
"4242","GLUL",1,1
"4243","GLYATL1",2,2
"4244","GLYATL2",2,2
"4245","GLYCTK",2,2
"4246","GLYR1",6,7
"4247","GM2A",2,3
"4248","GMDS",1,1
"4249","GMEB2",2,2
"4250","GMFG",2,2
"4251","GMIP",3,3
"4252","GML",3,3
"4253","GMPPA",1,1
"4254","GMPR",1,1
"4255","GMPR2",2,2
"4256","GMPS",1,1
"4257","GNA11",1,1
"4258","GNA12",1,1
"4259","GNA13",1,1
"4260","GNA15",1,1
"4261","GNAI1",1,1
"4262","GNAL",2,2
"4263","GNAO1",1,2
"4264","GNAQ",1,1
"4265","GNAS",2,2
"4266","GNAT2",1,1
"4267","GNAT3",2,3
"4268","GNAZ",2,2
"4269","GNB1",1,1
"4270","GNB1L",1,1
"4271","GNB2",1,1
"4272","GNB3",1,1
"4273","GNB4",1,1
"4274","GNB5",1,1
"4275","GNE",1,1
"4276","GNGT1",1,1
"4277","GNGT2",1,2
"4278","GNL1",1,1
"4279","GNL2",2,3
"4280","GNL3L",1,1
"4281","GNLY",1,1
"4282","GNPAT",3,3
"4283","GNPTAB",3,4
"4284","GNPTG",1,1
"4285","GNRH1",1,1
"4286","GNRH2",1,1
"4287","GNRHR",1,1
"4288","GOLGA2",2,2
"4289","GOLGA3",3,3
"4290","GOLGA4",3,3
"4291","GOLGA5",1,1
"4292","GOLGA6A",3,4
"4293","GOLGA6B",3,3
"4294","GOLGA7",1,1
"4295","GOLGB1",3,4
"4296","GOLIM4",2,2
"4297","GOLM1",2,2
"4298","GOLM2",1,1
"4299","GOLPH3L",1,1
"4300","GON4L",5,6
"4301","GORAB",1,1
"4302","GORASP1",1,1
"4303","GOSR1",1,1
"4304","GOSR2",1,1
"4305","GOT1",1,1
"4306","GOT2",1,1
"4307","GP2",1,1
"4308","GP6",1,1
"4309","GP9",1,1
"4310","GPA33",1,1
"4311","GPAA1",2,2
"4312","GPALPP1",1,1
"4313","GPAM",2,2
"4314","GPANK1",1,1
"4315","GPAT2",1,1
"4316","GPAT3",1,1
"4317","GPAT4",2,2
"4318","GPATCH1",4,5
"4319","GPATCH3",2,2
"4320","GPATCH8",2,3
"4321","GPBP1",2,2
"4322","GPBP1L1",1,1
"4323","GPC2",1,1
"4324","GPC4",3,3
"4325","GPC5",2,2
"4326","GPC6",1,2
"4327","GPCPD1",2,2
"4328","GPD2",1,1
"4329","GPER1",1,1
"4330","GPHA2",1,1
"4331","GPHB5",1,1
"4332","GPHN",1,1
"4333","GPI",2,2
"4334","GPKOW",1,2
"4335","GPLD1",1,1
"4336","GPM6A",1,1
"4337","GPN2",1,1
"4338","GPN3",1,1
"4339","GPNMB",1,1
"4340","GPR101",2,2
"4341","GPR107",1,2
"4342","GPR119",1,1
"4343","GPR12",1,1
"4344","GPR132",3,4
"4345","GPR137",1,1
"4346","GPR137B",1,1
"4347","GPR141",2,3
"4348","GPR142",2,2
"4349","GPR143",3,4
"4350","GPR146",3,3
"4351","GPR148",2,2
"4352","GPR149",1,1
"4353","GPR15",3,4
"4354","GPR153",1,1
"4355","GPR156",2,2
"4356","GPR157",1,1
"4357","GPR158",2,2
"4358","GPR160",1,1
"4359","GPR171",1,1
"4360","GPR173",1,1
"4361","GPR174",4,4
"4362","GPR179",2,2
"4363","GPR18",1,1
"4364","GPR180",1,1
"4365","GPR182",2,2
"4366","GPR183",1,1
"4367","GPR19",2,2
"4368","GPR20",1,1
"4369","GPR22",1,1
"4370","GPR25",2,2
"4371","GPR26",1,1
"4372","GPR31",1,1
"4373","GPR32",1,1
"4374","GPR34",2,2
"4375","GPR35",2,3
"4376","GPR37",2,2
"4377","GPR37L1",1,1
"4378","GPR4",1,2
"4379","GPR45",1,1
"4380","GPR50",3,3
"4381","GPR52",1,1
"4382","GPR6",1,1
"4383","GPR61",1,1
"4384","GPR62",1,1
"4385","GPR63",2,2
"4386","GPR65",2,3
"4387","GPR75",1,1
"4388","GPR78",1,1
"4389","GPR82",1,1
"4390","GPR83",2,2
"4391","GPR84",1,1
"4392","GPR85",2,2
"4393","GPR87",2,2
"4394","GPR89A",1,1
"4395","GPRASP1",2,2
"4396","GPRASP2",3,3
"4397","GPRC5A",2,2
"4398","GPRC5B",1,1
"4399","GPRC5C",1,1
"4400","GPRC5D",3,3
"4401","GPRC6A",3,4
"4402","GPRIN1",1,1
"4403","GPRIN2",4,4
"4404","GPRIN3",1,1
"4405","GPS1",2,2
"4406","GPS2",2,2
"4407","GPSM2",1,1
"4408","GPX1",1,1
"4409","GPX2",1,1
"4410","GPX4",1,1
"4411","GPX5",2,2
"4412","GPX6",1,1
"4413","GPX7",1,1
"4414","GPX8",1,1
"4415","GRAMD1A",1,1
"4416","GRAMD1B",2,2
"4417","GRAMD1C",1,1
"4418","GRAMD2A",2,2
"4419","GRAMD2B",2,3
"4420","GRAMD4",2,2
"4421","GRAP",1,1
"4422","GRAP2",1,1
"4423","GRB10",1,1
"4424","GRB14",1,1
"4425","GRB7",1,1
"4426","GREB1",3,3
"4427","GREM1",2,2
"4428","GREM2",1,1
"4429","GRHL2",1,1
"4430","GRHL3",7,8
"4431","GRIA1",4,4
"4432","GRIA2",1,1
"4433","GRIA3",5,6
"4434","GRIA4",1,1
"4435","GRID1",2,2
"4436","GRID2",3,3
"4437","GRIFIN",1,1
"4438","GRIK1",3,4
"4439","GRIK2",2,2
"4440","GRIK3",5,6
"4441","GRIK4",2,2
"4442","GRIK5",3,4
"4443","GRIN1",3,3
"4444","GRIN2A",7,8
"4445","GRIN2B",5,5
"4446","GRIN2C",2,2
"4447","GRIN2D",1,1
"4448","GRIN3A",1,1
"4449","GRIN3B",1,1
"4450","GRINA",1,1
"4451","GRIP1",4,4
"4452","GRIP2",3,4
"4453","GRIPAP1",5,5
"4454","GRK1",2,2
"4455","GRK2",2,2
