"","Hugo_Symbol","n_pts","n_tumor_samples"
"1041","B3GNT6",1,1
"1042","B3GNT7",1,1
"1043","B3GNT8",2,3
"1044","B3GNT9",1,1
"1045","B3GNTL1",1,1
"1046","B4GALNT1",4,4
"1047","B4GALNT2",1,1
"1048","B4GALNT3",3,4
"1049","B4GALT1",1,1
"1050","B4GALT2",2,2
"1051","B4GALT4",1,1
"1052","B4GALT6",2,2
"1053","B4GAT1",1,1
"1054","B9D1",1,1
"1055","BAAT",1,1
"1056","BABAM1",1,1
"1057","BABAM2",1,1
"1058","BACE2",2,2
"1059","BACH1",4,5
"1060","BACH2",2,2
"1061","BAG2",1,1
"1062","BAG3",1,1
"1063","BAG4",2,2
"1064","BAG5",1,1
"1065","BAG6",4,4
"1066","BAHCC1",1,1
"1067","BAHD1",5,5
"1068","BAIAP2",1,1
"1069","BAIAP2L1",3,3
"1070","BAIAP3",2,2
"1071","BAMBI",1,1
"1072","BANF1",1,1
"1073","BANK1",1,1
"1074","BANP",1,1
"1075","BAP1",1,1
"1076","BARD1",2,3
"1077","BARHL1",1,1
"1078","BARHL2",2,2
"1079","BASP1",3,3
"1080","BATF",1,1
"1081","BATF2",1,1
"1082","BAZ1A",3,4
"1083","BAZ1B",3,3
"1084","BAZ2A",4,5
"1085","BAZ2B",6,6
"1086","BBOF1",1,1
"1087","BBS10",1,1
"1088","BBS12",3,3
"1089","BBS7",2,2
"1090","BBS9",1,1
"1091","BBX",1,1
"1092","BCAM",2,2
"1093","BCAN",1,1
"1094","BCAR3",5,6
"1095","BCAS1",1,1
"1096","BCAS3",2,2
"1097","BCAT1",3,3
"1098","BCHE",3,3
"1099","BCKDHA",1,1
"1100","BCKDHB",1,1
"1101","BCKDK",1,1
"1102","BCL11A",3,3
"1103","BCL11B",1,1
"1104","BCL2",1,1
"1105","BCL2L1",1,1
"1106","BCL2L10",2,2
"1107","BCL2L11",2,2
"1108","BCL2L13",2,2
"1109","BCL2L14",2,2
"1110","BCL6",3,3
"1111","BCL6B",3,4
"1112","BCL7B",1,1
"1113","BCL9",1,1
"1114","BCLAF1",1,1
"1115","BCLAF3",3,4
"1116","BCO1",1,1
"1117","BCO2",1,1
"1118","BCOR",8,10
"1119","BCORL1",3,4
"1120","BCR",1,1
"1121","BDH2",1,1
"1122","BDKRB2",2,2
"1123","BDNF",1,1
"1124","BDP1",4,4
"1125","BECN1",1,1
"1126","BEGAIN",1,1
"1127","BEND2",3,3
"1128","BEND3",2,2
"1129","BEND4",1,1
"1130","BEND6",1,1
"1131","BEND7",1,1
"1132","BEST1",2,2
"1133","BEST2",1,1
"1134","BEST3",1,1
"1135","BEST4",1,1
"1136","BET1",1,1
"1137","BEX1",1,1
"1138","BEX2",1,1
"1139","BEX4",1,1
"1140","BEX5",1,1
"1141","BFSP1",3,4
"1142","BGN",1,1
"1143","BHLHE40",2,2
"1144","BHLHE41",1,1
"1145","BHMT",1,1
"1146","BHMT2",1,1
"1147","BICC1",1,1
"1148","BICD1",3,3
"1149","BICD2",1,1
"1150","BICRA",1,1
"1151","BICRAL",1,1
"1152","BID",1,1
"1153","BIK",1,1
"1154","BIN1",6,6
"1155","BIN2",1,1
"1156","BIN3",1,1
"1157","BIRC2",1,1
"1158","BIRC3",2,2
"1159","BIRC6",3,3
"1160","BIRC8",2,3
"1161","BIVM-ERCC5",3,3
"1162","BLID",1,1
"1163","BLK",3,3
"1164","BLM",3,3
"1165","BLMH",2,2
"1166","BLNK",2,2
"1167","BLOC1S5",1,1
"1168","BLVRA",1,1
"1169","BLZF1",2,2
"1170","BMERB1",1,1
"1171","BMF",1,1
"1172","BMP1",3,3
"1173","BMP10",1,1
"1174","BMP15",2,2
"1175","BMP2",1,1
"1176","BMP2K",2,2
"1177","BMP3",3,3
"1178","BMP4",1,1
"1179","BMP5",5,6
"1180","BMP6",2,2
"1181","BMP8B",1,1
"1182","BMPER",1,1
"1183","BMPR1A",1,1
"1184","BMPR1B",3,3
"1185","BMPR2",2,2
"1186","BMS1",3,4
"1187","BMT2",1,1
"1188","BMX",4,4
"1189","BNC1",4,5
"1190","BNC2",4,4
"1191","BNIP1",2,2
"1192","BNIP3",1,1
"1193","BNIP3L",1,2
"1194","BNIP5",1,1
"1195","BNIPL",1,1
"1196","BOC",2,2
"1197","BOD1L1",2,2
"1198","BOLL",1,1
"1199","BOP1",1,1
"1200","BORA",1,1
"1201","BORCS5",1,1
"1202","BORCS6",2,2
"1203","BPGM",1,1
"1204","BPI",1,1
"1205","BPIFA1",1,1
"1206","BPIFA3",1,1
"1207","BPIFB1",1,1
"1208","BPIFB2",1,1
"1209","BPIFB3",1,1
"1210","BPIFB6",3,4
"1211","BPIFC",1,1
"1212","BPNT1",2,2
"1213","BPNT2",1,1
"1214","BPTF",4,5
"1215","BRAF",4,4
"1216","BRAP",3,3
"1217","BRAT1",2,2
"1218","BRCA1",4,5
"1219","BRCA2",3,3
"1220","BRD1",1,1
"1221","BRD2",4,4
"1222","BRD3",3,3
"1223","BRD4",3,3
"1224","BRD7",2,2
"1225","BRD9",1,2
"1226","BRDT",1,1
"1227","BRF2",2,3
"1228","BRICD5",1,1
"1229","BRINP1",2,2
"1230","BRINP2",2,2
"1231","BRINP3",3,4
"1232","BRIP1",1,1
"1233","BRIX1",1,2
"1234","BROX",1,1
"1235","BRPF1",3,3
"1236","BRPF3",3,4
"1237","BRS3",3,5
"1238","BRSK1",2,2
"1239","BRSK2",2,2
"1240","BRWD1",3,4
"1241","BRWD3",5,6
"1242","BSCL2",1,1
"1243","BSDC1",1,1
"1244","BSN",5,6
"1245","BSND",1,1
"1246","BST1",1,1
"1247","BST2",1,1
"1248","BSX",1,1
"1249","BTAF1",4,5
"1250","BTBD11",2,2
"1251","BTBD16",1,1
"1252","BTBD17",1,1
"1253","BTBD2",1,1
"1254","BTBD3",1,1
"1255","BTBD6",1,1
"1256","BTBD7",3,3
"1257","BTBD8",1,1
"1258","BTBD9",1,1
"1259","BTD",1,1
"1260","BTF3",1,1
"1261","BTG3",2,2
"1262","BTG4",2,2
"1263","BTK",2,2
"1264","BTN1A1",1,1
"1265","BTN2A2",3,3
"1266","BTN2A3P",1,1
"1267","BTN3A2",2,2
"1268","BTNL2",1,2
"1269","BTNL3",2,2
"1270","BTNL8",2,3
"1271","BTRC",1,1
"1272","BUB1",2,2
"1273","BUB1B",1,1
"1274","BUB3",1,1
"1275","BUD13",2,2
"1276","BUD23",1,1
"1277","BVES",1,1
"1278","BZW2",1,1
"1279","C10orf120",2,2
"1280","C10orf53",1,1
"1281","C10orf62",1,1
"1282","C10orf71",2,2
"1283","C10orf90",3,3
"1284","C11orf1",1,1
"1285","C11orf24",1,1
"1286","C11orf65",2,2
"1287","C11orf80",1,1
"1288","C11orf94",1,1
"1289","C12orf4",3,4
"1290","C12orf40",2,2
"1291","C12orf50",2,2
"1292","C12orf54",2,2
"1293","C12orf60",1,1
"1294","C12orf71",2,3
"1295","C14orf177",1,1
"1296","C14orf39",2,2
"1297","C14orf93",2,2
"1298","C15orf39",2,2
"1299","C15orf40",2,2
"1300","C15orf54",1,1
"1301","C16orf46",2,2
"1302","C16orf54",1,1
"1303","C16orf70",3,3
"1304","C16orf71",2,2
"1305","C16orf78",1,1
"1306","C16orf89",1,1
"1307","C16orf91",1,1
"1308","C17orf64",1,1
"1309","C17orf67",1,1
"1310","C17orf80",2,2
"1311","C18orf25",1,1
"1312","C18orf54",1,1
"1313","C19orf12",1,1
"1314","C19orf18",2,2
"1315","C19orf44",1,1
"1316","C19orf57",1,1
"1317","C1GALT1",1,1
"1318","C1GALT1C1",1,1
"1319","C1GALT1C1L",1,1
"1320","C1QA",1,1
"1321","C1QB",2,2
"1322","C1QBP",1,1
"1323","C1QL2",1,1
"1324","C1QL4",1,1
"1325","C1QTNF1",1,1
"1326","C1QTNF12",1,1
"1327","C1QTNF7",2,2
"1328","C1QTNF8",2,2
"1329","C1QTNF9",1,1
"1330","C1QTNF9B",1,1
"1331","C1R",1,1
"1332","C1RL",1,1
"1333","C1S",4,4
"1334","C1orf100",2,2
"1335","C1orf105",1,1
"1336","C1orf112",2,2
"1337","C1orf116",3,4
"1338","C1orf122",2,2
"1339","C1orf127",1,1
"1340","C1orf131",1,1
"1341","C1orf162",1,1
"1342","C1orf194",1,1
"1343","C1orf198",1,1
"1344","C1orf21",1,1
"1345","C1orf210",2,2
"1346","C1orf220",2,3
"1347","C1orf43",1,1
"1348","C1orf54",3,3
"1349","C1orf56",1,1
"1350","C1orf74",1,1
"1351","C1orf87",1,1
"1352","C1orf94",2,2
"1353","C2",2,2
"1354","C20orf194",1,1
"1355","C20orf27",2,2
"1356","C20orf85",2,2
"1357","C21orf58",1,1
"1358","C21orf91",1,1
"1359","C2CD2",1,1
"1360","C2CD2L",1,1
"1361","C2CD3",2,3
"1362","C2CD5",2,2
"1363","C2CD6",1,1
"1364","C2orf16",3,3
"1365","C2orf42",2,2
"1366","C2orf68",1,1
"1367","C2orf69",1,1
"1368","C2orf78",1,1
"1369","C3",3,4
"1370","C3AR1",3,3
"1371","C3P1",1,1
"1372","C3orf20",2,2
"1373","C3orf22",1,1
"1374","C3orf33",1,1
"1375","C3orf35",1,1
"1376","C3orf38",2,3
"1377","C4A",1,1
"1378","C4BPA",4,6
"1379","C4BPB",1,1
"1380","C4orf17",2,2
"1381","C4orf33",1,1
"1382","C5",2,2
"1383","C5AR1",2,2
"1384","C5AR2",1,1
"1385","C5orf15",1,1
"1386","C5orf22",1,1
"1387","C5orf24",1,1
"1388","C5orf34",1,1
"1389","C5orf38",1,1
"1390","C5orf58",1,1
"1391","C6",4,6
"1392","C6orf118",1,1
"1393","C6orf120",1,1
"1394","C6orf15",1,1
"1395","C6orf201",2,2
"1396","C6orf62",1,1
"1397","C6orf89",2,2
"1398","C7",3,4
"1399","C7orf25",1,1
"1400","C7orf26",1,2
"1401","C7orf31",1,1
"1402","C7orf33",2,2
"1403","C7orf57",1,1
"1404","C7orf66",2,3
"1405","C8A",5,5
"1406","C8B",3,3
"1407","C8G",1,1
"1408","C8orf58",1,2
"1409","C8orf76",1,1
"1410","C9",2,2
"1411","C9orf131",3,4
"1412","C9orf152",1,1
"1413","C9orf163",1,1
"1414","C9orf43",1,2
"1415","C9orf50",1,1
"1416","C9orf64",3,3
"1417","C9orf78",1,1
"1418","C9orf85",1,1
"1419","CA1",1,1
"1420","CA10",1,1
"1421","CA11",1,1
"1422","CA12",2,2
"1423","CA3",2,2
"1424","CA5A",1,1
"1425","CA5B",2,3
"1426","CA7",2,2
"1427","CA8",2,3
"1428","CAB39",1,1
"1429","CAB39L",1,1
"1430","CABIN1",5,6
"1431","CABLES1",1,1
"1432","CABLES2",1,1
"1433","CABP1",3,3
"1434","CABP2",1,1
"1435","CABP4",3,3
"1436","CABP5",1,1
"1437","CABS1",2,3
"1438","CABYR",1,1
"1439","CACHD1",3,3
"1440","CACNA1A",5,5
"1441","CACNA1B",6,6
"1442","CACNA1C",5,5
"1443","CACNA1D",6,7
"1444","CACNA1E",4,5
"1445","CACNA1F",5,5
"1446","CACNA1G",4,4
"1447","CACNA1H",4,4
"1448","CACNA1I",4,5
"1449","CACNA1S",7,8
"1450","CACNA2D1",3,5
"1451","CACNA2D2",2,2
"1452","CACNA2D3",2,2
"1453","CACNA2D4",2,2
"1454","CACNB1",1,1
"1455","CACNB2",1,1
"1456","CACNB3",3,3
"1457","CACNG1",1,1
"1458","CACNG2",1,1
"1459","CACNG3",4,6
"1460","CACNG7",1,1
"1461","CACUL1",1,1
"1462","CAD",4,4
"1463","CADM1",2,2
"1464","CADPS",3,3
"1465","CADPS2",1,1
"1466","CAGE1",1,1
"1467","CALB1",1,1
"1468","CALB2",2,2
"1469","CALCOCO2",2,2
"1470","CALCR",5,6
"1471","CALCRL",1,1
"1472","CALD1",1,1
"1473","CALHM1",1,1
"1474","CALHM2",1,1
"1475","CALHM4",1,1
"1476","CALHM5",2,2
"1477","CALM3",1,1
"1478","CALN1",5,6
"1479","CALR",1,1
"1480","CALR3",3,3
"1481","CALY",1,1
"1482","CAMK1",2,2
"1483","CAMK1D",1,1
"1484","CAMK1G",1,2
"1485","CAMK2D",2,2
"1486","CAMK2G",1,1
"1487","CAMKK1",2,2
"1488","CAMKK2",2,2
"1489","CAMKMT",2,2
"1490","CAMKV",3,3
"1491","CAMLG",1,1
"1492","CAMP",1,1
"1493","CAMSAP1",3,3
"1494","CAMSAP2",4,5
"1495","CAMTA1",3,4
"1496","CAMTA2",2,2
"1497","CAND1",3,3
"1498","CAND2",4,5
"1499","CANT1",2,2
"1500","CANX",4,4
"1501","CAPG",1,1
"1502","CAPN1",3,4
"1503","CAPN11",1,1
"1504","CAPN12",1,1
"1505","CAPN13",2,2
"1506","CAPN2",1,1
"1507","CAPN3",4,5
"1508","CAPN5",2,2
"1509","CAPN6",3,3
"1510","CAPN9",1,1
"1511","CAPNS1",1,1
"1512","CAPRIN1",1,1
"1513","CAPRIN2",3,3
"1514","CAPS",1,1
"1515","CAPS2",1,1
"1516","CAPSL",2,2
"1517","CAPZA1",2,2
"1518","CAPZA2",1,1
"1519","CAPZA3",1,1
"1520","CARD10",2,2
"1521","CARD11",5,5
"1522","CARD14",2,2
"1523","CARD6",3,3
"1524","CARF",3,3
"1525","CARM1",3,3
"1526","CARMIL1",3,3
"1527","CARMIL2",6,8
"1528","CARMIL3",4,4
"1529","CARS2",2,2
"1530","CARTPT",1,1
"1531","CASD1",3,4
"1532","CASK",3,4
"1533","CASKIN1",1,1
"1534","CASKIN2",3,3
"1535","CASP1",3,3
"1536","CASP10",1,1
"1537","CASP14",1,1
"1538","CASP2",1,2
"1539","CASP3",1,1
"1540","CASP4",1,1
"1541","CASP5",1,1
"1542","CASP8",1,1
"1543","CASP8AP2",2,2
"1544","CASQ1",1,1
"1545","CASQ2",1,1
"1546","CASR",5,6
"1547","CASS4",3,3
"1548","CAST",3,4
"1549","CASZ1",3,3
"1550","CAT",1,1
"1551","CATSPER1",1,1
"1552","CATSPER3",1,1
"1553","CATSPERB",1,1
"1554","CATSPERD",3,4
"1555","CATSPERE",1,1
"1556","CATSPERG",1,2
"1557","CAV2",2,2
"1558","CAV3",1,1
"1559","CAVIN2",2,2
"1560","CAVIN3",1,1
"1561","CAVIN4",1,1
"1562","CBFA2T2",1,1
"1563","CBFA2T3",1,1
"1564","CBL",1,1
"1565","CBLB",3,3
"1566","CBLC",1,1
"1567","CBLIF",1,1
"1568","CBLL1",1,1
"1569","CBLL2",1,1
"1570","CBLN1",1,1
"1571","CBLN4",1,1
"1572","CBWD1",1,1
"1573","CBX2",2,2
"1574","CBX3",1,1
"1575","CBX5",1,1
"1576","CBX6",1,1
"1577","CBX7",1,1
"1578","CBY1",1,1
"1579","CBY2",1,1
"1580","CC2D1B",2,2
"1581","CC2D2A",2,2
"1582","CC2D2B",1,1
"1583","CCAR1",3,4
"1584","CCAR2",1,1
"1585","CCDC102A",1,1
"1586","CCDC102B",1,1
"1587","CCDC103",2,2
"1588","CCDC105",4,5
"1589","CCDC106",1,1
"1590","CCDC110",2,2
"1591","CCDC112",2,2
"1592","CCDC113",1,1
"1593","CCDC114",1,1
"1594","CCDC115",2,2
"1595","CCDC116",2,2
"1596","CCDC121",1,1
"1597","CCDC122",1,1
"1598","CCDC124",1,1
"1599","CCDC125",2,2
"1600","CCDC130",1,1
"1601","CCDC134",1,1
"1602","CCDC136",1,1
"1603","CCDC138",1,1
"1604","CCDC14",1,1
"1605","CCDC141",3,3
"1606","CCDC142",2,2
"1607","CCDC144A",1,1
"1608","CCDC144B",2,2
"1609","CCDC146",2,3
"1610","CCDC148",1,1
"1611","CCDC149",1,1
"1612","CCDC15",1,1
"1613","CCDC150",1,1
"1614","CCDC151",2,2
"1615","CCDC157",2,2
"1616","CCDC158",2,2
"1617","CCDC167",1,1
"1618","CCDC170",2,2
"1619","CCDC171",3,3
"1620","CCDC172",1,1
"1621","CCDC173",1,1
"1622","CCDC178",4,5
"1623","CCDC18",3,4
"1624","CCDC180",3,3
"1625","CCDC181",2,2
"1626","CCDC183",1,1
"1627","CCDC184",2,2
"1628","CCDC186",1,1
"1629","CCDC189",1,1
"1630","CCDC190",1,1
"1631","CCDC191",2,2
"1632","CCDC198",1,1
"1633","CCDC22",3,4
"1634","CCDC25",1,1
"1635","CCDC27",2,2
"1636","CCDC3",1,1
"1637","CCDC30",3,3
"1638","CCDC32",1,1
"1639","CCDC33",1,2
"1640","CCDC38",1,1
"1641","CCDC39",1,1
"1642","CCDC40",1,1
"1643","CCDC42",2,2
"1644","CCDC50",1,1
"1645","CCDC54",1,1
"1646","CCDC59",2,3
"1647","CCDC6",2,2
"1648","CCDC60",4,5
"1649","CCDC62",2,2
"1650","CCDC63",3,3
"1651","CCDC65",1,1
"1652","CCDC66",2,2
"1653","CCDC68",2,2
"1654","CCDC69",1,2
"1655","CCDC7",2,2
"1656","CCDC73",2,2
"1657","CCDC74A",1,1
"1658","CCDC74B",1,1
"1659","CCDC78",1,1
"1660","CCDC8",3,3
"1661","CCDC80",2,2
"1662","CCDC81",1,1
"1663","CCDC82",2,2
"1664","CCDC83",1,1
"1665","CCDC85A",3,3
"1666","CCDC86",1,1
"1667","CCDC87",2,2
"1668","CCDC88A",2,2
"1669","CCDC88C",2,2
"1670","CCDC89",2,2
"1671","CCDC9",1,1
"1672","CCDC90B",1,1
"1673","CCDC91",2,2
"1674","CCDC93",2,2
"1675","CCDC96",2,3
"1676","CCDC9B",1,1
"1677","CCER1",4,4
"1678","CCHCR1",1,1
"1679","CCIN",3,3
"1680","CCKAR",1,1
"1681","CCKBR",3,3
"1682","CCL11",1,1
"1683","CCL14",2,2
"1684","CCL2",1,1
"1685","CCL22",1,1
"1686","CCL24",2,2
"1687","CCL26",1,2
"1688","CCL28",1,1
"1689","CCL5",1,1
"1690","CCL7",1,1
"1691","CCM2",1,1
"1692","CCN1",2,2
"1693","CCN4",3,3
"1694","CCN6",1,2
"1695","CCNA1",1,1
"1696","CCNA2",1,1
"1697","CCNB1",1,1
"1698","CCNB2",1,1
"1699","CCNB3",4,4
"1700","CCNC",1,1
"1701","CCND2",1,1
"1702","CCNE1",1,1
"1703","CCNE2",1,1
"1704","CCNF",2,2
"1705","CCNG1",1,1
"1706","CCNG2",1,1
"1707","CCNH",3,3
"1708","CCNI",2,2
"1709","CCNI2",1,1
"1710","CCNJ",1,1
"1711","CCNK",1,1
"1712","CCNL2",2,2
"1713","CCNO",1,1
"1714","CCNQP1",1,2
"1715","CCNT1",2,2
"1716","CCNT2",3,3
"1717","CCNY",1,1
"1718","CCNYL1",2,2
"1719","CCP110",1,1
"1720","CCPG1",1,1
"1721","CCR1",3,3
"1722","CCR10",1,1
"1723","CCR2",1,1
"1724","CCR3",1,1
"1725","CCR5",2,2
"1726","CCR6",1,1
"1727","CCR7",1,1
"1728","CCR9",3,3
"1729","CCRL2",1,1
"1730","CCSER1",2,2
"1731","CCSER2",2,2
"1732","CCT2",4,4
"1733","CCT4",1,1
"1734","CCT5",2,2
"1735","CCT6B",3,3
"1736","CCT8L2",5,5
"1737","CD101",4,5
"1738","CD109",4,6
"1739","CD14",1,1
"1740","CD163",7,9
"1741","CD163L1",11,11
"1742","CD177",1,1
"1743","CD19",3,3
"1744","CD1C",2,2
"1745","CD1D",2,2
"1746","CD1E",2,2
"1747","CD2",2,2
"1748","CD200",2,2
"1749","CD200R1",1,1
"1750","CD200R1L",1,2
"1751","CD209",6,6
"1752","CD22",3,3
"1753","CD226",2,2
"1754","CD244",1,1
"1755","CD247",1,1
"1756","CD248",2,3
"1757","CD274",1,1
"1758","CD276",3,3
"1759","CD28",2,2
"1760","CD2AP",1,1
"1761","CD300A",1,1
"1762","CD300E",1,1
"1763","CD300LD",1,1
"1764","CD300LG",2,2
"1765","CD320",1,1
"1766","CD33",5,7
"1767","CD34",1,1
"1768","CD36",2,2
"1769","CD37",1,1
"1770","CD38",1,1
"1771","CD3E",2,3
"1772","CD4",1,1
"1773","CD40",1,1
"1774","CD40LG",1,1
"1775","CD44",2,2
"1776","CD46",1,1
"1777","CD5",2,2
"1778","CD53",1,1
"1779","CD55",2,2
"1780","CD58",1,2
"1781","CD5L",1,1
"1782","CD6",3,3
"1783","CD69",1,1
"1784","CD7",1,1
"1785","CD70",1,1
"1786","CD72",1,1
"1787","CD80",1,1
"1788","CD81",1,1
"1789","CD84",2,2
"1790","CD86",2,2
"1791","CD8B",2,2
"1792","CD9",2,3
"1793","CD93",4,4
"1794","CD96",1,1
"1795","CD99",1,1
"1796","CDADC1",3,4
"1797","CDAN1",2,2
"1798","CDC123",1,1
"1799","CDC14B",1,1
"1800","CDC16",1,1
"1801","CDC20",2,2
"1802","CDC23",2,2
"1803","CDC25A",2,2
"1804","CDC25B",1,1
"1805","CDC25C",1,1
"1806","CDC27",2,2
"1807","CDC34",1,1
"1808","CDC37",2,2
"1809","CDC42BPA",2,2
"1810","CDC42BPB",3,3
"1811","CDC42BPG",3,3
"1812","CDC42EP1",1,1
"1813","CDC42EP3",1,2
"1814","CDC42EP4",1,1
"1815","CDC42SE2",1,2
"1816","CDC45",1,1
"1817","CDC5L",2,2
"1818","CDC73",2,2
"1819","CDCA2",3,3
"1820","CDCA3",2,2
"1821","CDCA5",1,1
"1822","CDCA8",1,1
"1823","CDCP1",4,4
"1824","CDCP2",1,1
"1825","CDH1",4,6
"1826","CDH10",3,3
"1827","CDH11",4,5
"1828","CDH12",3,3
"1829","CDH13",3,3
"1830","CDH15",2,2
"1831","CDH16",2,2
"1832","CDH17",3,3
"1833","CDH18",5,5
"1834","CDH19",4,4
"1835","CDH2",1,1
"1836","CDH20",3,4
"1837","CDH22",2,2
"1838","CDH23",3,3
"1839","CDH24",1,1
"1840","CDH26",2,2
"1841","CDH3",1,1
"1842","CDH4",5,6
"1843","CDH5",2,2
"1844","CDH6",1,2
"1845","CDH7",2,2
"1846","CDH8",3,3
"1847","CDH9",7,8
"1848","CDHR1",2,2
"1849","CDHR2",3,3
"1850","CDHR3",3,3
"1851","CDHR5",3,3
"1852","CDIP1",1,1
"1853","CDK1",1,1
"1854","CDK10",1,1
"1855","CDK12",5,6
"1856","CDK13",4,5
"1857","CDK14",1,1
"1858","CDK16",1,1
"1859","CDK17",1,1
"1860","CDK18",1,1
"1861","CDK19",1,1
"1862","CDK2",1,1
"1863","CDK3",2,2
"1864","CDK5R1",1,1
"1865","CDK5R2",1,1
"1866","CDK5RAP2",4,4
"1867","CDK8",2,2
"1868","CDK9",2,2
"1869","CDKAL1",2,2
"1870","CDKL1",3,4
"1871","CDKL2",2,2
"1872","CDKL3",2,2
"1873","CDKL5",8,8
"1874","CDKN1A",1,2
"1875","CDKN1B",1,1
"1876","CDKN2A",3,3
"1877","CDKN2AIP",2,2
"1878","CDKN2C",2,2
"1879","CDON",2,2
"1880","CDPF1",1,1
"1881","CDR1",1,2
"1882","CDR2",1,1
"1883","CDRT1",2,2
"1884","CDRT15",2,2
"1885","CDS1",1,1
"1886","CDS2",2,2
"1887","CDT1",1,1
"1888","CDX2",1,1
"1889","CDX4",3,4
"1890","CDYL",1,1
"1891","CDYL2",2,3
"1892","CEACAM1",1,1
"1893","CEACAM16",2,2
"1894","CEACAM18",1,1
"1895","CEACAM19",2,2
"1896","CEACAM20",2,2
"1897","CEACAM21",2,2
"1898","CEACAM3",1,1
"1899","CEACAM5",2,2
"1900","CEACAM7",1,1
"1901","CEACAM8",2,2
"1902","CEBPD",1,1
"1903","CEBPE",1,1
"1904","CEBPZ",2,2
"1905","CECR2",2,3
"1906","CEL",1,1
"1907","CELA1",1,1
"1908","CELA2B",1,1
"1909","CELA3A",1,1
"1910","CELF2",1,2
"1911","CELF3",1,1
"1912","CELF5",2,2
"1913","CELF6",2,3
"1914","CELSR1",7,7
"1915","CELSR2",4,5
"1916","CELSR3",5,6
"1917","CEMIP",1,1
"1918","CEMIP2",5,5
"1919","CEMP1",1,1
"1920","CENATAC",1,1
"1921","CENPC",2,2
"1922","CENPE",4,4
"1923","CENPF",9,11
"1924","CENPH",1,1
"1925","CENPI",4,4
"1926","CENPJ",2,2
"1927","CENPK",1,1
"1928","CENPM",1,1
"1929","CENPN",3,3
"1930","CENPS-CORT",2,3
"1931","CENPT",1,1
"1932","CENPU",3,4
"1933","CENPV",1,1
"1934","CEP104",3,3
"1935","CEP112",2,2
"1936","CEP120",1,1
"1937","CEP126",4,4
"1938","CEP128",3,3
"1939","CEP131",2,2
"1940","CEP135",2,2
"1941","CEP162",1,1
"1942","CEP164",2,2
"1943","CEP170",1,1
"1944","CEP170B",2,2
"1945","CEP192",2,2
"1946","CEP250",4,4
"1947","CEP290",2,2
"1948","CEP295",2,2
"1949","CEP350",6,8
"1950","CEP41",2,2
"1951","CEP43",1,1
"1952","CEP44",1,1
"1953","CEP55",2,2
"1954","CEP57L1",1,1
"1955","CEP63",3,3
"1956","CEP70",4,4
"1957","CEP72",1,2
"1958","CEP76",1,1
"1959","CEP78",1,1
"1960","CEP83",1,1
"1961","CEP85",1,1
"1962","CEP89",1,1
"1963","CEP95",2,3
"1964","CEP97",4,4
"1965","CERKL",2,2
"1966","CERS1",1,1
"1967","CERS2",1,1
"1968","CERS3",1,1
"1969","CERS5",2,2
"1970","CERS6",2,2
"1971","CERT1",1,1
"1972","CES1",1,1
"1973","CES2",1,1
"1974","CES3",1,1
"1975","CES4A",1,1
"1976","CES5A",2,2
"1977","CETP",2,2
"1978","CFAP100",2,2
"1979","CFAP126",1,1
"1980","CFAP157",1,1
"1981","CFAP161",1,1
"1982","CFAP206",3,4
"1983","CFAP20DC",1,1
"1984","CFAP221",2,3
"1985","CFAP251",2,2
"1986","CFAP298-TCP10L",1,1
"1987","CFAP300",1,1
"1988","CFAP410",2,2
"1989","CFAP43",5,5
"1990","CFAP44",2,3
"1991","CFAP45",1,1
"1992","CFAP46",2,2
"1993","CFAP47",12,14
"1994","CFAP52",2,2
"1995","CFAP53",1,1
"1996","CFAP54",5,6
"1997","CFAP57",2,3
"1998","CFAP58",4,4
"1999","CFAP61",3,3
"2000","CFAP65",3,3
"2001","CFAP69",1,1
"2002","CFAP70",2,2
"2003","CFAP74",3,4
"2004","CFAP77",3,4
"2005","CFAP91",2,2
"2006","CFAP92",2,2
"2007","CFAP94",2,2
"2008","CFAP97",1,1
"2009","CFDP1",1,2
"2010","CFH",4,4
"2011","CFHR2",2,2
"2012","CFHR4",1,1
"2013","CFHR5",1,1
"2014","CFI",1,1
"2015","CFL2",1,1
"2016","CFP",2,2
"2017","CFTR",5,6
"2018","CGA",2,3
"2019","CGB7",1,1
"2020","CGN",2,2
"2021","CGNL1",1,1
"2022","CHAC1",1,1
"2023","CHAD",1,1
"2024","CHAF1A",1,1
"2025","CHAF1B",1,1
"2026","CHAMP1",1,1
"2027","CHAT",5,8
"2028","CHCHD3",1,1
"2029","CHCHD4",1,1
"2030","CHCHD6",1,1
"2031","CHD1",3,3
"2032","CHD1L",2,2
"2033","CHD2",2,2
"2034","CHD3",5,6
"2035","CHD4",2,2
"2036","CHD5",7,8
"2037","CHD6",4,4
"2038","CHD7",2,2
"2039","CHD8",4,5
"2040","CHD9",4,4
"2041","CHDH",1,2
"2042","CHEK1",3,4
"2043","CHERP",1,1
"2044","CHGB",6,7
"2045","CHI3L2",2,2
"2046","CHIA",2,3
"2047","CHIC1",1,1
"2048","CHIC2",1,1
"2049","CHKA",1,1
"2050","CHKB",1,1
"2051","CHL1",2,2
"2052","CHM",2,2
"2053","CHML",3,3
"2054","CHMP1A",1,1
"2055","CHMP2A",1,1
"2056","CHMP2B",1,1
"2057","CHMP4C",1,1
"2058","CHMP7",1,1
"2059","CHORDC1",1,1
"2060","CHP2",3,3
"2061","CHPF2",1,1
